genotype	batch	sampleID	tissue	sampleType	cell	peakresp	auc
ko	3	ko4	fl	fll	16	1.364958045551468	75.01146385303207
ko	3	ko4	fl	fll	17	0.672978056540298	29.835333651412974
ko	3	ko4	fl	fll	18	0.7284735692401162	36.061735951302815
ko	3	ko4	fl	fll	19	0.699132071540809	36.86635613852084
ko	3	ko4	fl	fll	20	0.9009488496054371	61.4751821008452
ko	3	ko4	fl	fll	21	0.5135556758623564	26.233745360126047
ko	3	ko4	fl	fll	22	0.5842710109368372	29.89987920558901
ko	3	ko4	fl	fll	23	0.9117983488073163	57.31048406615989
ko	3	ko4	fl	fll	24	0.211966823548195	3.2914843753663745
ko	3	ko4	fl	fll	25	0.40140493316664344	15.831602248771127
ko	3	ko4	fl	fll	26	0.5588093683427735	30.30496918318214
ko	3	ko4	fl	fll	27	1.0292080023259973	65.3726701809958
ko	3	ko4	fl	fll	28	0.49833393605510645	24.905111680021193
ko	3	ko4	fl	fll	29	0.18642716265541623	-3.733642689220339
ko	3	ko4	fl	fll	30	0.3564598709931117	15.189351312612713
ko	3	ko4	fl	fll	31	0.4812027981388683	21.114693411517234
ko	3	ko4	fl	fll	32	0.6088300809823871	32.75616221438935
ko	3	ko4	fl	fll	33	0.44226898026002076	20.186572357244167
ko	3	ko4	fl	fll	34	0.2756485020422095	10.529126488581708
ko	3	ko4	fl	fll	35	0.12457334694758478	7.217073078434384
ko	3	ko4	fl	fll	36	0.2176690873727582	13.222628847853953
ko	3	ko4	fl	fll	37	0.3592936893672223	18.0202722329391
ko	3	ko4	fl	fll	38	0.3353496954826978	17.913530644036474
ko	3	ko4	fl	fll	39	0.519242911765191	26.494560838727672
ko	3	ko4	fl	fll	40	0.5192329791158694	26.29083476625336
ko	3	ko4	fl	fll	41	0.21049584123605042	14.756694460281306
ko	3	ko4	fl	fll	42	0.2612207672457215	18.315226930998506
ko	3	ko4	ml	mll	1	0.29628743419709497	13.28062317004799
ko	3	ko4	ml	mll	2	-0.0782185089984831	-27.116807188302207
ko	3	ko4	ml	mll	3	0.1637993421725533	4.6994131814499145
ko	3	ko4	ml	mll	4	0.3807814564409115	18.63085567179849
ko	3	ko4	ml	mll	5	-0.1014575169824267	-16.796302332306944
ko	3	ko4	ml	mll	6	1.3709412025500645	60.80590144886211
ko	3	ko4	ml	mll	7	0.17758251479497628	8.959332232356477
ko	3	ko4	ml	mll	8	0.04206224910419326	-2.402035973572545
ko	3	ko4	ml	mll	9	0.3936117770403593	24.385898996974184
ko	3	ko4	ml	mll	10	0.5642015637000579	29.36095216831217
ko	3	ko4	ml	mll	11	0.499174450311927	18.91185022588274
ko	3	ko4	ml	mll	12	0.8212663358684619	47.06102932088008
ko	3	ko4	ml	mll	13	0.5671177122090933	33.88630807571258
ko	3	ko4	ml	mll	14	0.602290080314379	34.963235657038766
ko	3	ko4	ml	mll	15	0.43445709785949094	27.14896452447076
ko	3	ko4	ml	mll	16	0.17617294610589448	8.277350672971416
ko	3	ko4	ml	mll	17	0.4697542984355698	28.597005042584083
ko	3	ko4	ml	mll	18	0.6941906530757599	46.0564563623424
ko	3	ko4	ml	mll	19	0.8875736509321732	51.26854697032106
ko	3	ko4	ml	mll	20	0.953695603615384	49.55655257774188
ko	3	ko4	ml	mll	21	0.6961375072008104	35.72112870094548
ko	3	ko4	ml	mll	22	0.3130297298937211	17.98956152826224
ko	3	ko4	ml	mll	23	0.23094798778047831	10.161805132312917
ko	3	ko4	ml	mll	24	0.26811018562443945	14.729411496354968
ko	3	ko4	ml	mll	25	0.25378818906806394	13.402040401204914
ko	3	ko4	ml	mll	26	0.17309369791123752	-1.362163798124639
ko	3	ko4	ml	mll	27	0.028282826483627708	-7.904540306709372
ko	3	ko4	ml	mll	28	0.7438879201668284	58.4192510915526
ko	3	ko4	ml	mll	29	0.06893700743407025	-0.8671820373376408
ko	3	ko4	ml	mll	30	0.17104310366881448	3.213118474969347
ko	3	ko4	ml	mll	31	0.11467147535906445	-1.118821232906171
ko	3	ko4	ml	mll	32	0.1672325843114213	7.397699226856464
ko	3	ko4	ml	mll	33	0.10957875113050022	3.605517479570524
