geneID	geneClass	geneType
AAEL009257	protein_coding_gene	protein_coding
AAEL022163	protein_coding_gene	protein_coding
AAEL028150	ncRNA_gene	lncRNA
AAEL009265	protein_coding_gene	protein_coding
AAEL009262	protein_coding_gene	protein_coding
AAEL023833	ncRNA_gene	lncRNA
AAEL009253	protein_coding_gene	protein_coding
AAEL009264	protein_coding_gene	protein_coding
AAEL020305	ncRNA_gene	lncRNA
AAEL015503	protein_coding_gene	protein_coding
AAEL024792	ncRNA_gene	lncRNA
AAEL014981	protein_coding_gene	protein_coding
AAEL009055	protein_coding_gene	protein_coding
AAEL009057	protein_coding_gene	protein_coding
AAEL009058	protein_coding_gene	protein_coding
AAEL009066	protein_coding_gene	protein_coding
AAEL009061	protein_coding_gene	protein_coding
AAEL009067	protein_coding_gene	protein_coding
AAEL009056	protein_coding_gene	protein_coding
AAEL009062	protein_coding_gene	protein_coding
AAEL020855	protein_coding_gene	protein_coding
AAEL017513	protein_coding_gene	protein_coding
AAEL021195	protein_coding_gene	protein_coding
AAEL025253	ncRNA_gene	lncRNA
AAEL009063	protein_coding_gene	protein_coding
AAEL026514	protein_coding_gene	protein_coding
AAEL021002	ncRNA_gene	lncRNA
AAEL009059	protein_coding_gene	protein_coding
AAEL009068	protein_coding_gene	protein_coding
AAEL021696	protein_coding_gene	protein_coding
AAEL025707	ncRNA_gene	lncRNA
AAEL009054	protein_coding_gene	protein_coding
AAEL017490	protein_coding_gene	protein_coding
AAEL027056	protein_coding_gene	protein_coding
AAEL013370	protein_coding_gene	protein_coding
AAEL019641	protein_coding_gene	protein_coding
AAEL013371	protein_coding_gene	protein_coding
AAEL024234	protein_coding_gene	protein_coding
AAEL020649	protein_coding_gene	protein_coding
AAEL005339	protein_coding_gene	protein_coding
AAEL005330	protein_coding_gene	protein_coding
AAEL005336	protein_coding_gene	protein_coding
AAEL019854	protein_coding_gene	protein_coding
AAEL005313	protein_coding_gene	protein_coding
AAEL005341	protein_coding_gene	protein_coding
AAEL027223	ncRNA_gene	lncRNA
AAEL024106	protein_coding_gene	protein_coding
AAEL024115	ncRNA_gene	lncRNA
AAEL027588	ncRNA_gene	lncRNA
AAEL011056	protein_coding_gene	protein_coding
AAEL007821	protein_coding_gene	protein_coding
AAEL007827	protein_coding_gene	protein_coding
AAEL019596	protein_coding_gene	protein_coding
AAEL007818	protein_coding_gene	protein_coding
AAEL007823	protein_coding_gene	protein_coding
AAEL007826	protein_coding_gene	protein_coding
AAEL028979	ncRNA_gene	lncRNA
AAEL028746	ncRNA_gene	lncRNA
AAEL008331	protein_coding_gene	protein_coding
AAEL026646	ncRNA_gene	lncRNA
AAEL023029	ncRNA_gene	lncRNA
AAEL027807	ncRNA_gene	lncRNA
AAEL024187	pseudogene	pseudogene
AAEL024220	pseudogene	pseudogene
AAEL025127	ncRNA_gene	lncRNA
AAEL026669	ncRNA_gene	lncRNA
AAEL018154	protein_coding_gene	protein_coding
AAEL025952	ncRNA_gene	lncRNA
AAEL021155	ncRNA_gene	lncRNA
AAEL008320	protein_coding_gene	protein_coding
AAEL008325	protein_coding_gene	protein_coding
AAEL008322	protein_coding_gene	protein_coding
AAEL008327	protein_coding_gene	protein_coding
AAEL008330	protein_coding_gene	protein_coding
AAEL008319	protein_coding_gene	protein_coding
AAEL008324	protein_coding_gene	protein_coding
AAEL008323	protein_coding_gene	protein_coding
AAEL008329	protein_coding_gene	protein_coding
AAEL019748	protein_coding_gene	protein_coding
AAEL001871	protein_coding_gene	protein_coding
AAEL001838	protein_coding_gene	protein_coding
AAEL001852	protein_coding_gene	protein_coding
AAEL001850	protein_coding_gene	protein_coding
AAEL001877	protein_coding_gene	protein_coding
AAEL027094	ncRNA_gene	lncRNA
AAEL001874	protein_coding_gene	protein_coding
AAEL022304	protein_coding_gene	protein_coding
AAEL001857	protein_coding_gene	protein_coding
AAEL001847	protein_coding_gene	protein_coding
AAEL001851	protein_coding_gene	protein_coding
AAEL001843	protein_coding_gene	protein_coding
AAEL023474	protein_coding_gene	protein_coding
AAEL028095	ncRNA_gene	lncRNA
AAEL017186	protein_coding_gene	protein_coding
AAEL001865	protein_coding_gene	protein_coding
AAEL001864	protein_coding_gene	protein_coding
AAEL001859	protein_coding_gene	protein_coding
AAEL022134	ncRNA_gene	lncRNA
AAEL001876	protein_coding_gene	protein_coding
AAEL020214	ncRNA_gene	lncRNA
AAEL018707	protein_coding_gene	protein_coding
AAEL001837	protein_coding_gene	protein_coding
AAEL001878	protein_coding_gene	protein_coding
AAEL001867	protein_coding_gene	protein_coding
AAEL018836	ncRNA_gene	tRNA
AAEL022937	protein_coding_gene	protein_coding
AAEL020943	protein_coding_gene	protein_coding
AAEL019634	protein_coding_gene	protein_coding
AAEL020352	pseudogene	pseudogene
AAEL025051	protein_coding_gene	protein_coding
AAEL001853	protein_coding_gene	protein_coding
AAEL026104	protein_coding_gene	protein_coding
AAEL001845	protein_coding_gene	protein_coding
AAEL001860	protein_coding_gene	protein_coding
AAEL001856	protein_coding_gene	protein_coding
AAEL028945	ncRNA_gene	lncRNA
AAEL028855	ncRNA_gene	lncRNA
AAEL001875	protein_coding_gene	protein_coding
AAEL021066	ncRNA_gene	lncRNA
AAEL001869	protein_coding_gene	protein_coding
AAEL026047	ncRNA_gene	lncRNA
AAEL004302	protein_coding_gene	protein_coding
AAEL021390	ncRNA_gene	lncRNA
AAEL004284	protein_coding_gene	protein_coding
AAEL025458	protein_coding_gene	protein_coding
AAEL026110	protein_coding_gene	protein_coding
AAEL026898	protein_coding_gene	protein_coding
AAEL024296	protein_coding_gene	protein_coding
AAEL007114	protein_coding_gene	protein_coding
AAEL026349	ncRNA_gene	lncRNA
AAEL014771	protein_coding_gene	protein_coding
AAEL021794	ncRNA_gene	lncRNA
AAEL013776	protein_coding_gene	protein_coding
AAEL013774	protein_coding_gene	protein_coding
AAEL013775	protein_coding_gene	protein_coding
AAEL013780	protein_coding_gene	protein_coding
AAEL022934	protein_coding_gene	protein_coding
AAEL011080	protein_coding_gene	protein_coding
AAEL014589	protein_coding_gene	protein_coding
AAEL011074	protein_coding_gene	protein_coding
AAEL015300	protein_coding_gene	protein_coding
AAEL011070	protein_coding_gene	protein_coding
AAEL011071	protein_coding_gene	protein_coding
Gr19	protein_coding_gene	Gustatory receptor 19
AAEL011078	protein_coding_gene	protein_coding
AAEL011069	protein_coding_gene	protein_coding
AAEL021237	protein_coding_gene	protein_coding
AAEL026902	protein_coding_gene	protein_coding
AAEL011079	protein_coding_gene	protein_coding
AAEL028058	protein_coding_gene	protein_coding
AAEL006930	protein_coding_gene	protein_coding
AAEL023338	ncRNA_gene	lncRNA
AAEL010644	protein_coding_gene	protein_coding
AAEL010639	protein_coding_gene	protein_coding
AAEL010642	protein_coding_gene	protein_coding
AAEL010634	protein_coding_gene	protein_coding
AAEL010637	protein_coding_gene	protein_coding
AAEL010633	protein_coding_gene	protein_coding
AAEL010641	protein_coding_gene	protein_coding
AAEL023212	protein_coding_gene	protein_coding
AAEL010635	protein_coding_gene	protein_coding
AAEL021470	ncRNA_gene	lncRNA
AAEL022553	protein_coding_gene	protein_coding
AAEL026126	ncRNA_gene	lncRNA
AAEL003982	protein_coding_gene	protein_coding
AAEL026252	ncRNA_gene	lncRNA
AAEL003983	protein_coding_gene	protein_coding
AAEL023045	ncRNA_gene	lncRNA
AAEL022801	ncRNA_gene	lncRNA
AAEL004976	protein_coding_gene	protein_coding
AAEL004970	protein_coding_gene	protein_coding
AAEL004995	protein_coding_gene	protein_coding
AAEL004981	protein_coding_gene	protein_coding
AAEL004979	protein_coding_gene	protein_coding
AAEL004987	protein_coding_gene	protein_coding
AAEL004986	protein_coding_gene	protein_coding
AAEL004983	protein_coding_gene	protein_coding
AAEL004975	protein_coding_gene	protein_coding
AAEL004982	protein_coding_gene	protein_coding
AAEL004978	protein_coding_gene	protein_coding
AAEL004997	protein_coding_gene	protein_coding
AAEL027419	ncRNA_gene	lncRNA
AAEL026978	ncRNA_gene	lncRNA
AAEL004977	protein_coding_gene	protein_coding
AAEL004985	protein_coding_gene	protein_coding
AAEL025354	ncRNA_gene	lncRNA
AAEL004988	protein_coding_gene	protein_coding
AAEL004989	protein_coding_gene	protein_coding
AAEL022267	ncRNA_gene	lncRNA
AAEL004973	protein_coding_gene	protein_coding
AAEL023655	ncRNA_gene	lncRNA
AAEL004984	protein_coding_gene	protein_coding
AAEL004972	protein_coding_gene	protein_coding
AAEL004991	protein_coding_gene	protein_coding
AAEL004974	protein_coding_gene	protein_coding
AAEL018103	protein_coding_gene	protein_coding
AAEL026524	ncRNA_gene	lncRNA
AAEL024001	ncRNA_gene	lncRNA
AAEL004980	protein_coding_gene	protein_coding
AAEL004990	protein_coding_gene	protein_coding
AAEL027651	protein_coding_gene	protein_coding
AAEL004996	protein_coding_gene	protein_coding
AAEL004992	protein_coding_gene	protein_coding
AAEL000576	protein_coding_gene	protein_coding
AAEL028167	ncRNA_gene	lncRNA
AAEL000571	protein_coding_gene	protein_coding
AAEL000589	protein_coding_gene	protein_coding
AAEL000580	protein_coding_gene	protein_coding
AAEL000578	protein_coding_gene	protein_coding
AAEL023684	protein_coding_gene	protein_coding
AAEL000584	protein_coding_gene	protein_coding
AAEL000604	protein_coding_gene	protein_coding
AAEL017685	ncRNA_gene	RNase_P_RNA
AAEL025840	ncRNA_gene	lncRNA
AAEL000622	protein_coding_gene	protein_coding
AAEL022339	ncRNA_gene	lncRNA
AAEL018022	protein_coding_gene	protein_coding
AAEL000629	protein_coding_gene	protein_coding
AAEL000631	protein_coding_gene	protein_coding
AAEL000603	protein_coding_gene	protein_coding
AAEL000623	protein_coding_gene	protein_coding
AAEL024383	ncRNA_gene	lncRNA
AAEL018348	protein_coding_gene	protein_coding
AAEL026247	ncRNA_gene	lncRNA
AAEL022512	pseudogene	pseudogene
AAEL019389	ncRNA_gene	lncRNA
AAEL024422	ncRNA_gene	lncRNA
AAEL026987	protein_coding_gene	protein_coding
AAEL012449	protein_coding_gene	protein_coding
AAEL012450	protein_coding_gene	protein_coding
AAEL005286	protein_coding_gene	protein_coding
AAEL005284	protein_coding_gene	protein_coding
AAEL023206	protein_coding_gene	protein_coding
AAEL022115	ncRNA_gene	lncRNA
AAEL026870	ncRNA_gene	lncRNA
AAEL021129	pseudogene	pseudogene
AAEL023513	ncRNA_gene	lncRNA
AAEL022052	protein_coding_gene	protein_coding
AAEL005285	protein_coding_gene	protein_coding
AAEL004750	protein_coding_gene	protein_coding
AAEL023819	ncRNA_gene	lncRNA
AAEL004762	protein_coding_gene	protein_coding
AAEL019993	protein_coding_gene	protein_coding
AAEL019994	protein_coding_gene	protein_coding
AAEL004776	protein_coding_gene	protein_coding
AAEL004760	protein_coding_gene	protein_coding
AAEL004764	protein_coding_gene	protein_coding
AAEL004742	protein_coding_gene	protein_coding
AAEL004748	protein_coding_gene	protein_coding
AAEL004765	protein_coding_gene	protein_coding
AAEL023487	protein_coding_gene	protein_coding
AAEL004752	protein_coding_gene	protein_coding
AAEL004771	protein_coding_gene	protein_coding
AAEL004747	protein_coding_gene	protein_coding
AAEL004772	protein_coding_gene	protein_coding
AAEL004782	protein_coding_gene	protein_coding
AAEL004759	protein_coding_gene	protein_coding
AAEL004770	protein_coding_gene	protein_coding
AAEL017262	protein_coding_gene	protein_coding
AAEL004780	protein_coding_gene	protein_coding
AAEL025668	pseudogene	pseudogene
AAEL004769	protein_coding_gene	protein_coding
AAEL024588	protein_coding_gene	protein_coding
AAEL004746	protein_coding_gene	protein_coding
AAEL004761	protein_coding_gene	protein_coding
AAEL004751	protein_coding_gene	protein_coding
AAEL027804	pseudogene	pseudogene
AAEL029078	protein_coding_gene	protein_coding
AAEL004745	protein_coding_gene	protein_coding
AAEL004766	protein_coding_gene	protein_coding
AAEL004754	protein_coding_gene	protein_coding
AAEL004784	protein_coding_gene	protein_coding
AAEL004749	protein_coding_gene	protein_coding
AAEL004758	protein_coding_gene	protein_coding
AAEL004755	protein_coding_gene	protein_coding
AAEL004783	protein_coding_gene	protein_coding
AAEL004738	protein_coding_gene	protein_coding
AAEL004744	protein_coding_gene	protein_coding
AAEL004779	protein_coding_gene	protein_coding
AAEL020972	ncRNA_gene	lncRNA
AAEL018329	protein_coding_gene	protein_coding
AAEL004774	protein_coding_gene	protein_coding
AAEL028077	ncRNA_gene	lncRNA
AAEL026286	ncRNA_gene	lncRNA
AAEL023887	ncRNA_gene	lncRNA
AAEL004740	protein_coding_gene	protein_coding
AAEL004757	protein_coding_gene	protein_coding
AAEL025306	ncRNA_gene	lncRNA
AAEL004756	protein_coding_gene	protein_coding
AAEL004763	protein_coding_gene	protein_coding
AAEL004743	protein_coding_gene	protein_coding
AAEL004775	protein_coding_gene	protein_coding
AAEL004777	protein_coding_gene	protein_coding
AAEL020574	protein_coding_gene	protein_coding
AAEL004768	protein_coding_gene	protein_coding
AAEL021684	ncRNA_gene	lncRNA
AAEL004739	protein_coding_gene	protein_coding
AAEL017453	protein_coding_gene	protein_coding
AAEL004778	protein_coding_gene	protein_coding
AAEL004773	protein_coding_gene	protein_coding
AAEL021132	protein_coding_gene	protein_coding
AAEL004741	protein_coding_gene	protein_coding
AAEL019638	protein_coding_gene	protein_coding
AAEL023939	pseudogene	pseudogene
AAEL026586	protein_coding_gene	protein_coding
AAEL023178	protein_coding_gene	protein_coding
AAEL007434	protein_coding_gene	protein_coding
AAEL018966	ncRNA_gene	tRNA
AAEL007452	protein_coding_gene	protein_coding
AAEL007437	protein_coding_gene	protein_coding
AAEL007444	protein_coding_gene	protein_coding
AAEL007441	protein_coding_gene	protein_coding
AAEL007443	protein_coding_gene	protein_coding
AAEL007439	protein_coding_gene	protein_coding
AAEL027049	ncRNA_gene	lncRNA
AAEL027605	ncRNA_gene	lncRNA
AAEL029019	protein_coding_gene	protein_coding
AAEL024004	protein_coding_gene	protein_coding
AAEL007442	protein_coding_gene	protein_coding
AAEL022463	ncRNA_gene	lncRNA
AAEL007451	protein_coding_gene	protein_coding
AAEL007447	protein_coding_gene	protein_coding
AAEL027176	pseudogene	pseudogene
AAEL019296	ncRNA_gene	lncRNA
AAEL019295	ncRNA_gene	lncRNA
AAEL007449	protein_coding_gene	protein_coding
AAEL021165	ncRNA_gene	lncRNA
AAEL019609	protein_coding_gene	protein_coding
AAEL027324	ncRNA_gene	lncRNA
AAEL007445	protein_coding_gene	protein_coding
AAEL007446	protein_coding_gene	protein_coding
AAEL025263	ncRNA_gene	lncRNA
AAEL007450	protein_coding_gene	protein_coding
AAEL007453	protein_coding_gene	protein_coding
AAEL004283	protein_coding_gene	protein_coding
AAEL004293	protein_coding_gene	protein_coding
AAEL020698	protein_coding_gene	protein_coding
AAEL004294	protein_coding_gene	protein_coding
AAEL026605	protein_coding_gene	protein_coding
AAEL004301	protein_coding_gene	protein_coding
AAEL021512	protein_coding_gene	protein_coding
AAEL024061	protein_coding_gene	protein_coding
AAEL004287	protein_coding_gene	protein_coding
AAEL023857	ncRNA_gene	lncRNA
AAEL004276	protein_coding_gene	protein_coding
AAEL004282	protein_coding_gene	protein_coding
AAEL004290	protein_coding_gene	protein_coding
AAEL019535	protein_coding_gene	protein_coding
AAEL004295	protein_coding_gene	protein_coding
AAEL004271	protein_coding_gene	protein_coding
AAEL004292	protein_coding_gene	protein_coding
AAEL004281	protein_coding_gene	protein_coding
AAEL004273	protein_coding_gene	protein_coding
AAEL004299	protein_coding_gene	protein_coding
AAEL024729	ncRNA_gene	lncRNA
AAEL023405	ncRNA_gene	lncRNA
AAEL004288	protein_coding_gene	protein_coding
AAEL004300	protein_coding_gene	protein_coding
AAEL004297	protein_coding_gene	protein_coding
AAEL025188	ncRNA_gene	lncRNA
AAEL018319	protein_coding_gene	protein_coding
AAEL021458	protein_coding_gene	protein_coding
AAEL004277	protein_coding_gene	protein_coding
AAEL004278	protein_coding_gene	protein_coding
AAEL005737	protein_coding_gene	protein_coding
AAEL023719	ncRNA_gene	lncRNA
AAEL026217	protein_coding_gene	protein_coding
AAEL026713	ncRNA_gene	lncRNA
AAEL005729	protein_coding_gene	protein_coding
AAEL005738	protein_coding_gene	protein_coding
AAEL005736	protein_coding_gene	protein_coding
AAEL024788	protein_coding_gene	protein_coding
AAEL005747	protein_coding_gene	protein_coding
AAEL018351	protein_coding_gene	protein_coding
AAEL020068	ncRNA_gene	lncRNA
AAEL016973	protein_coding_gene	protein_coding
AAEL012629	protein_coding_gene	protein_coding
AAEL025570	protein_coding_gene	protein_coding
AAEL021933	ncRNA_gene	lncRNA
AAEL025474	protein_coding_gene	protein_coding
AAEL022924	ncRNA_gene	lncRNA
AAEL018341	protein_coding_gene	protein_coding
AAEL023549	ncRNA_gene	lncRNA
AAEL020978	protein_coding_gene	protein_coding
AAEL005451	protein_coding_gene	protein_coding
AAEL024605	ncRNA_gene	lncRNA
AAEL005458	protein_coding_gene	protein_coding
AAEL005457	protein_coding_gene	protein_coding
AAEL005445	protein_coding_gene	protein_coding
AAEL005449	protein_coding_gene	protein_coding
AAEL005450	protein_coding_gene	protein_coding
AAEL019553	protein_coding_gene	protein_coding
AAEL025963	ncRNA_gene	lncRNA
AAEL005453	protein_coding_gene	protein_coding
AAEL023245	ncRNA_gene	lncRNA
AAEL026406	protein_coding_gene	protein_coding
AAEL005446	protein_coding_gene	protein_coding
AAEL005460	protein_coding_gene	protein_coding
AAEL028660	ncRNA_gene	tRNA
AAEL016984	protein_coding_gene	protein_coding
AAEL005455	protein_coding_gene	protein_coding
AAEL027074	ncRNA_gene	lncRNA
AAEL005454	protein_coding_gene	protein_coding
AAEL019966	protein_coding_gene	protein_coding
AAEL021349	ncRNA_gene	lncRNA
AAEL027753	ncRNA_gene	lncRNA
AAEL017224	protein_coding_gene	protein_coding
AAEL020606	pseudogene	pseudogene
AAEL001647	protein_coding_gene	protein_coding
AAEL001656	protein_coding_gene	protein_coding
AAEL027965	ncRNA_gene	lncRNA
AAEL001658	protein_coding_gene	protein_coding
AAEL025625	ncRNA_gene	lncRNA
AAEL026172	protein_coding_gene	protein_coding
AAEL019524	protein_coding_gene	protein_coding
AAEL021872	protein_coding_gene	protein_coding
AAEL019611	protein_coding_gene	protein_coding
AAEL001654	protein_coding_gene	protein_coding
AAEL001650	protein_coding_gene	protein_coding
AAEL001634	protein_coding_gene	protein_coding
AAEL001641	protein_coding_gene	protein_coding
AAEL001671	protein_coding_gene	protein_coding
AAEL001639	protein_coding_gene	protein_coding
AAEL001670	protein_coding_gene	protein_coding
AAEL024228	protein_coding_gene	protein_coding
AAEL001655	protein_coding_gene	protein_coding
AAEL001644	protein_coding_gene	protein_coding
AAEL001657	protein_coding_gene	protein_coding
AAEL020442	protein_coding_gene	protein_coding
AAEL001652	protein_coding_gene	protein_coding
AAEL023696	ncRNA_gene	lncRNA
AAEL001666	protein_coding_gene	protein_coding
AAEL001637	protein_coding_gene	protein_coding
AAEL022190	protein_coding_gene	protein_coding
AAEL026191	ncRNA_gene	lncRNA
AAEL001651	protein_coding_gene	protein_coding
AAEL024212	ncRNA_gene	lncRNA
AAEL001646	protein_coding_gene	protein_coding
AAEL022000	ncRNA_gene	lncRNA
AAEL001635	protein_coding_gene	protein_coding
AAEL019827	protein_coding_gene	protein_coding
AAEL001649	protein_coding_gene	protein_coding
AAEL001653	protein_coding_gene	protein_coding
AAEL017363	protein_coding_gene	protein_coding
AAEL001638	protein_coding_gene	protein_coding
AAEL001636	protein_coding_gene	protein_coding
AAEL001645	protein_coding_gene	protein_coding
AAEL021911	protein_coding_gene	protein_coding
AAEL001642	protein_coding_gene	protein_coding
AAEL020254	protein_coding_gene	protein_coding
AAEL028051	protein_coding_gene	protein_coding
AAEL001672	protein_coding_gene	protein_coding
AAEL001640	protein_coding_gene	protein_coding
AAEL025331	pseudogene	pseudogene
AAEL001632	protein_coding_gene	protein_coding
AAEL001667	protein_coding_gene	protein_coding
AAEL027085	ncRNA_gene	lncRNA
AAEL027382	ncRNA_gene	lncRNA
AAEL023537	protein_coding_gene	protein_coding
AAEL027212	ncRNA_gene	lncRNA
AAEL027346	protein_coding_gene	protein_coding
AAEL023901	ncRNA_gene	lncRNA
AAEL029032	protein_coding_gene	protein_coding
AAEL027163	pseudogene	pseudogene
AAEL011996	protein_coding_gene	protein_coding
AAEL011993	protein_coding_gene	protein_coding
AAEL011991	protein_coding_gene	protein_coding
AAEL011989	protein_coding_gene	protein_coding
AAEL011995	protein_coding_gene	protein_coding
AAEL018230	protein_coding_gene	protein_coding
AAEL011987	protein_coding_gene	protein_coding
AAEL011988	protein_coding_gene	protein_coding
AAEL026209	ncRNA_gene	lncRNA
AAEL021490	ncRNA_gene	lncRNA
AAEL021030	ncRNA_gene	lncRNA
AAEL011992	protein_coding_gene	protein_coding
AAEL000964	protein_coding_gene	protein_coding
AAEL027348	ncRNA_gene	lncRNA
AAEL019541	protein_coding_gene	protein_coding
AAEL023871	protein_coding_gene	protein_coding
AAEL012932	protein_coding_gene	protein_coding
AAEL025501	ncRNA_gene	lncRNA
AAEL020851	protein_coding_gene	protein_coding
AAEL002395	protein_coding_gene	protein_coding
AAEL002366	protein_coding_gene	protein_coding
AAEL002387	protein_coding_gene	protein_coding
AAEL002370	protein_coding_gene	protein_coding
AAEL002401	protein_coding_gene	protein_coding
AAEL002372	protein_coding_gene	protein_coding
Gr1	protein_coding_gene	Gustatory receptor 1
AAEL018283	protein_coding_gene	protein_coding
AAEL025604	protein_coding_gene	protein_coding
AAEL023701	protein_coding_gene	protein_coding
AAEL002406	protein_coding_gene	protein_coding
AAEL002377	protein_coding_gene	protein_coding
AAEL002386	protein_coding_gene	protein_coding
AAEL028083	ncRNA_gene	lncRNA
AAEL002369	protein_coding_gene	protein_coding
AAEL002399	protein_coding_gene	protein_coding
AAEL002384	protein_coding_gene	protein_coding
AAEL002390	protein_coding_gene	protein_coding
AAEL023902	protein_coding_gene	protein_coding
AAEL029030	protein_coding_gene	protein_coding
AAEL023835	ncRNA_gene	lncRNA
AAEL002375	protein_coding_gene	protein_coding
AAEL002383	protein_coding_gene	protein_coding
AAEL002402	protein_coding_gene	protein_coding
AAEL020569	ncRNA_gene	lncRNA
AAEL018827	ncRNA_gene	tRNA
AAEL022204	ncRNA_gene	lncRNA
AAEL027368	ncRNA_gene	lncRNA
AAEL002374	protein_coding_gene	protein_coding
AAEL010765	protein_coding_gene	protein_coding
AAEL025169	ncRNA_gene	lncRNA
AAEL023924	ncRNA_gene	lncRNA
AAEL010783	protein_coding_gene	protein_coding
AAEL010772	protein_coding_gene	protein_coding
AAEL010764	protein_coding_gene	protein_coding
AAEL010780	protein_coding_gene	protein_coding
AAEL010782	protein_coding_gene	protein_coding
Ir75a	protein_coding_gene	Ionotropic receptor 75a
Ir75b	protein_coding_gene	Ionotropic receptor 75b
AAEL010776	protein_coding_gene	protein_coding
Ir75c	protein_coding_gene	Ionotropic receptor 75c
AAEL010779	protein_coding_gene	protein_coding
AAEL010766	protein_coding_gene	protein_coding
AAEL010771	protein_coding_gene	protein_coding
AAEL010781	protein_coding_gene	protein_coding
AAEL010768	protein_coding_gene	protein_coding
AAEL010770	protein_coding_gene	protein_coding
AAEL021858	ncRNA_gene	lncRNA
AAEL010777	protein_coding_gene	protein_coding
AAEL010778	protein_coding_gene	protein_coding
AAEL010773	protein_coding_gene	protein_coding
AAEL010769	protein_coding_gene	protein_coding
AAEL022737	ncRNA_gene	lncRNA
AAEL023563	ncRNA_gene	lncRNA
AAEL026369	ncRNA_gene	lncRNA
AAEL014138	protein_coding_gene	protein_coding
AAEL022822	protein_coding_gene	protein_coding
AAEL014139	protein_coding_gene	protein_coding
AAEL014137	protein_coding_gene	protein_coding
AAEL014140	protein_coding_gene	protein_coding
AAEL014141	protein_coding_gene	protein_coding
AAEL013936	protein_coding_gene	protein_coding
AAEL024426	ncRNA_gene	lncRNA
AAEL013935	protein_coding_gene	protein_coding
AAEL017012	protein_coding_gene	protein_coding
AAEL020691	ncRNA_gene	lncRNA
AAEL027775	ncRNA_gene	lncRNA
AAEL010728	protein_coding_gene	protein_coding
AAEL025231	ncRNA_gene	lncRNA
AAEL010730	protein_coding_gene	protein_coding
AAEL010727	protein_coding_gene	protein_coding
AAEL019662	protein_coding_gene	protein_coding
Or96	protein_coding_gene	Odorant receptor 96
AAEL017069	protein_coding_gene	protein_coding
AAEL018740	ncRNA_gene	pre_miRNA
AAEL017624	ncRNA_gene	pre_miRNA
AAEL025149	ncRNA_gene	lncRNA
AAEL001159	protein_coding_gene	protein_coding
AAEL001154	protein_coding_gene	protein_coding
AAEL001190	protein_coding_gene	protein_coding
AAEL001166	protein_coding_gene	protein_coding
AAEL001177	protein_coding_gene	protein_coding
AAEL001156	protein_coding_gene	protein_coding
AAEL001170	protein_coding_gene	protein_coding
AAEL001192	protein_coding_gene	protein_coding
AAEL020292	ncRNA_gene	lncRNA
AAEL022185	protein_coding_gene	protein_coding
AAEL021445	protein_coding_gene	protein_coding
AAEL027746	protein_coding_gene	protein_coding
AAEL001171	protein_coding_gene	protein_coding
AAEL019565	protein_coding_gene	protein_coding
AAEL001155	protein_coding_gene	protein_coding
AAEL025423	protein_coding_gene	protein_coding
AAEL001152	protein_coding_gene	protein_coding
AAEL001185	protein_coding_gene	protein_coding
AAEL021772	ncRNA_gene	lncRNA
AAEL001194	protein_coding_gene	protein_coding
AAEL001183	protein_coding_gene	protein_coding
AAEL022470	ncRNA_gene	lncRNA
AAEL024653	protein_coding_gene	protein_coding
AAEL001187	protein_coding_gene	protein_coding
AAEL026141	ncRNA_gene	lncRNA
AAEL025077	ncRNA_gene	lncRNA
AAEL026996	ncRNA_gene	lncRNA
AAEL026285	ncRNA_gene	lncRNA
AAEL001173	protein_coding_gene	protein_coding
AAEL001172	protein_coding_gene	protein_coding
AAEL001176	protein_coding_gene	protein_coding
AAEL001191	protein_coding_gene	protein_coding
AAEL022594	ncRNA_gene	lncRNA
AAEL001162	protein_coding_gene	protein_coding
AAEL025036	protein_coding_gene	protein_coding
AAEL001181	protein_coding_gene	protein_coding
AAEL021492	ncRNA_gene	lncRNA
AAEL001163	protein_coding_gene	protein_coding
AAEL001182	protein_coding_gene	protein_coding
AAEL001164	protein_coding_gene	protein_coding
AAEL001175	protein_coding_gene	protein_coding
AAEL001167	protein_coding_gene	protein_coding
AAEL001178	protein_coding_gene	protein_coding
AAEL004520	protein_coding_gene	protein_coding
AAEL001189	protein_coding_gene	protein_coding
AAEL004516	protein_coding_gene	protein_coding
AAEL004533	protein_coding_gene	protein_coding
AAEL004522	protein_coding_gene	protein_coding
AAEL004517	protein_coding_gene	protein_coding
AAEL004515	protein_coding_gene	protein_coding
AAEL017972	ncRNA_gene	snRNA
AAEL004521	protein_coding_gene	protein_coding
AAEL019314	ncRNA_gene	snRNA
AAEL019312	ncRNA_gene	snRNA
AAEL018969	ncRNA_gene	tRNA
AAEL023852	ncRNA_gene	lncRNA
AAEL004532	protein_coding_gene	protein_coding
AAEL004529	protein_coding_gene	protein_coding
AAEL004527	protein_coding_gene	protein_coding
AAEL025789	ncRNA_gene	lncRNA
AAEL004511	protein_coding_gene	protein_coding
AAEL004526	protein_coding_gene	protein_coding
AAEL004513	protein_coding_gene	protein_coding
AAEL004512	protein_coding_gene	protein_coding
AAEL004519	protein_coding_gene	protein_coding
AAEL004534	protein_coding_gene	protein_coding
AAEL021981	protein_coding_gene	protein_coding
AAEL021363	protein_coding_gene	protein_coding
AAEL024370	protein_coding_gene	protein_coding
AAEL004523	protein_coding_gene	protein_coding
AAEL026019	ncRNA_gene	lncRNA
AAEL022019	ncRNA_gene	lncRNA
AAEL024959	ncRNA_gene	lncRNA
AAEL007278	protein_coding_gene	protein_coding
AAEL020245	ncRNA_gene	lncRNA
AAEL021059	ncRNA_gene	lncRNA
