geneID	geneClass	geneType
AAEL011745	protein_coding_gene	protein_coding
AAEL019278	ncRNA_gene	rRNA
AAEL011742	protein_coding_gene	protein_coding
AAEL014896	protein_coding_gene	protein_coding
AAEL021360	ncRNA_gene	lncRNA
AAEL022252	ncRNA_gene	lncRNA
AAEL014895	protein_coding_gene	protein_coding
AAEL021408	ncRNA_gene	lncRNA
AAEL011731	protein_coding_gene	protein_coding
AAEL011740	protein_coding_gene	protein_coding
AAEL026961	ncRNA_gene	lncRNA
AAEL020656	ncRNA_gene	lncRNA
AAEL011732	protein_coding_gene	protein_coding
AAEL019280	ncRNA_gene	lncRNA
AAEL011739	protein_coding_gene	protein_coding
AAEL011741	protein_coding_gene	protein_coding
AAEL011736	protein_coding_gene	protein_coding
AAEL011746	protein_coding_gene	protein_coding
AAEL011733	protein_coding_gene	protein_coding
AAEL027879	protein_coding_gene	protein_coding
AAEL010610	protein_coding_gene	protein_coding
AAEL010607	protein_coding_gene	protein_coding
AAEL010602	protein_coding_gene	protein_coding
AAEL010608	protein_coding_gene	protein_coding
AAEL010611	protein_coding_gene	protein_coding
AAEL011696	protein_coding_gene	protein_coding
AAEL027116	protein_coding_gene	protein_coding
AAEL011688	protein_coding_gene	protein_coding
AAEL011687	protein_coding_gene	protein_coding
AAEL027978	protein_coding_gene	protein_coding
AAEL010619	protein_coding_gene	protein_coding
AAEL027123	protein_coding_gene	protein_coding
AAEL023475	protein_coding_gene	protein_coding
AAEL023221	protein_coding_gene	protein_coding
AAEL027815	ncRNA_gene	lncRNA
AAEL027516	ncRNA_gene	lncRNA
AAEL025401	protein_coding_gene	protein_coding
AAEL025884	protein_coding_gene	protein_coding
AAEL014148	protein_coding_gene	protein_coding
AAEL020536	protein_coding_gene	protein_coding
AAEL014149	protein_coding_gene	protein_coding
AAEL014147	protein_coding_gene	protein_coding
AAEL017447	protein_coding_gene	protein_coding
AAEL027500	protein_coding_gene	protein_coding
AAEL026575	protein_coding_gene	protein_coding
AAEL027474	ncRNA_gene	lncRNA
AAEL014146	protein_coding_gene	protein_coding
AAEL014152	protein_coding_gene	protein_coding
AAEL014151	protein_coding_gene	protein_coding
AAEL019080	ncRNA_gene	snRNA
AAEL019337	ncRNA_gene	snRNA
AAEL019336	ncRNA_gene	snRNA
AAEL025066	ncRNA_gene	lncRNA
AAEL004209	protein_coding_gene	protein_coding
AAEL020836	ncRNA_gene	lncRNA
AAEL023935	protein_coding_gene	protein_coding
AAEL014211	protein_coding_gene	protein_coding
AAEL027323	protein_coding_gene	protein_coding
AAEL026801	ncRNA_gene	lncRNA
AAEL022146	ncRNA_gene	lncRNA
AAEL014212	protein_coding_gene	protein_coding
AAEL027918	protein_coding_gene	protein_coding
AAEL019901	protein_coding_gene	protein_coding
AAEL017691	ncRNA_gene	snRNA
AAEL017799	ncRNA_gene	snRNA
AAEL027888	protein_coding_gene	protein_coding
AAEL024376	protein_coding_gene	protein_coding
AAEL024838	protein_coding_gene	protein_coding
AAEL017338	protein_coding_gene	protein_coding
AAEL021227	protein_coding_gene	protein_coding
AAEL025091	protein_coding_gene	protein_coding
AAEL014871	protein_coding_gene	protein_coding
AAEL010752	protein_coding_gene	protein_coding
AAEL010755	protein_coding_gene	protein_coding
AAEL010759	protein_coding_gene	protein_coding
AAEL010754	protein_coding_gene	protein_coding
AAEL027270	ncRNA_gene	lncRNA
AAEL010757	protein_coding_gene	protein_coding
AAEL021661	ncRNA_gene	lncRNA
AAEL010761	protein_coding_gene	protein_coding
AAEL010753	protein_coding_gene	protein_coding
AAEL010762	protein_coding_gene	protein_coding
AAEL010756	protein_coding_gene	protein_coding
AAEL010760	protein_coding_gene	protein_coding
AAEL010749	protein_coding_gene	protein_coding
AAEL026125	ncRNA_gene	lncRNA
AAEL011063	protein_coding_gene	protein_coding
AAEL011068	protein_coding_gene	protein_coding
AAEL021092	protein_coding_gene	protein_coding
AAEL011059	protein_coding_gene	protein_coding
AAEL011060	protein_coding_gene	protein_coding
AAEL017424	protein_coding_gene	protein_coding
AAEL013102	protein_coding_gene	protein_coding
AAEL022812	protein_coding_gene	protein_coding
AAEL011067	protein_coding_gene	protein_coding
AAEL014253	protein_coding_gene	protein_coding
AAEL025928	pseudogene	pseudogene
AAEL014257	protein_coding_gene	protein_coding
AAEL014254	protein_coding_gene	protein_coding
AAEL020658	ncRNA_gene	lncRNA
AAEL014258	protein_coding_gene	protein_coding
AAEL014256	protein_coding_gene	protein_coding
AAEL014113	protein_coding_gene	protein_coding
AAEL014255	protein_coding_gene	protein_coding
AAEL014252	protein_coding_gene	protein_coding
AAEL025246	protein_coding_gene	protein_coding
AAEL025697	protein_coding_gene	protein_coding
AAEL007929	protein_coding_gene	protein_coding
AAEL007931	protein_coding_gene	protein_coding
AAEL007943	protein_coding_gene	protein_coding
AAEL007939	protein_coding_gene	protein_coding
AAEL007934	protein_coding_gene	protein_coding
AAEL007936	protein_coding_gene	protein_coding
AAEL020428	ncRNA_gene	lncRNA
AAEL015543	protein_coding_gene	protein_coding
AAEL012981	protein_coding_gene	protein_coding
AAEL014700	protein_coding_gene	protein_coding
AAEL017272	protein_coding_gene	protein_coding
AAEL025988	protein_coding_gene	protein_coding
AAEL025724	pseudogene	pseudogene
AAEL022551	ncRNA_gene	lncRNA
AAEL021865	protein_coding_gene	protein_coding
AAEL023720	protein_coding_gene	protein_coding
AAEL019676	protein_coding_gene	protein_coding
AAEL019675	protein_coding_gene	protein_coding
AAEL023082	ncRNA_gene	lncRNA
AAEL022181	protein_coding_gene	protein_coding
AAEL013575	protein_coding_gene	protein_coding
AAEL012987	protein_coding_gene	protein_coding
AAEL012989	protein_coding_gene	protein_coding
AAEL012990	protein_coding_gene	protein_coding
AAEL012994	protein_coding_gene	protein_coding
AAEL012996	protein_coding_gene	protein_coding
AAEL019547	protein_coding_gene	protein_coding
AAEL013205	protein_coding_gene	protein_coding
AAEL013213	protein_coding_gene	protein_coding
AAEL013210	protein_coding_gene	protein_coding
AAEL025742	ncRNA_gene	lncRNA
AAEL012993	protein_coding_gene	protein_coding
AAEL013206	protein_coding_gene	protein_coding
AAEL009371	protein_coding_gene	protein_coding
AAEL020412	ncRNA_gene	lncRNA
AAEL009364	protein_coding_gene	protein_coding
AAEL025177	protein_coding_gene	protein_coding
AAEL009360	protein_coding_gene	protein_coding
AAEL009367	protein_coding_gene	protein_coding
AAEL009368	protein_coding_gene	protein_coding
AAEL012129	protein_coding_gene	protein_coding
AAEL019972	protein_coding_gene	protein_coding
AAEL022355	ncRNA_gene	lncRNA
AAEL019971	protein_coding_gene	protein_coding
AAEL012134	protein_coding_gene	protein_coding
AAEL009362	protein_coding_gene	protein_coding
AAEL012128	protein_coding_gene	protein_coding
AAEL012131	protein_coding_gene	protein_coding
AAEL007053	protein_coding_gene	protein_coding
AAEL026941	ncRNA_gene	lncRNA
AAEL007056	protein_coding_gene	protein_coding
AAEL007069	protein_coding_gene	protein_coding
AAEL007065	protein_coding_gene	protein_coding
AAEL020533	ncRNA_gene	lncRNA
AAEL021522	ncRNA_gene	lncRNA
AAEL007046	protein_coding_gene	protein_coding
AAEL007058	protein_coding_gene	protein_coding
AAEL007067	protein_coding_gene	protein_coding
AAEL022005	protein_coding_gene	protein_coding
AAEL025665	protein_coding_gene	protein_coding
AAEL007050	protein_coding_gene	protein_coding
AAEL007068	protein_coding_gene	protein_coding
AAEL007064	protein_coding_gene	protein_coding
AAEL024222	protein_coding_gene	protein_coding
AAEL007052	protein_coding_gene	protein_coding
AAEL023132	protein_coding_gene	protein_coding
AAEL007051	protein_coding_gene	protein_coding
AAEL007070	protein_coding_gene	protein_coding
AAEL007063	protein_coding_gene	protein_coding
AAEL007055	protein_coding_gene	protein_coding
AAEL007060	protein_coding_gene	protein_coding
AAEL007044	protein_coding_gene	protein_coding
AAEL013915	protein_coding_gene	protein_coding
AAEL022668	ncRNA_gene	lncRNA
AAEL027122	ncRNA_gene	lncRNA
AAEL007041	protein_coding_gene	protein_coding
AAEL020910	ncRNA_gene	lncRNA
AAEL022035	pseudogene	pseudogene
AAEL007066	protein_coding_gene	protein_coding
AAEL007054	protein_coding_gene	protein_coding
AAEL007048	protein_coding_gene	protein_coding
AAEL021557	protein_coding_gene	protein_coding
AAEL007045	protein_coding_gene	protein_coding
AAEL007061	protein_coding_gene	protein_coding
AAEL007062	protein_coding_gene	protein_coding
AAEL007057	protein_coding_gene	protein_coding
AAEL007059	protein_coding_gene	protein_coding
AAEL007049	protein_coding_gene	protein_coding
AAEL007043	protein_coding_gene	protein_coding
AAEL024492	ncRNA_gene	lncRNA
AAEL028038	protein_coding_gene	protein_coding
AAEL011031	protein_coding_gene	protein_coding
AAEL027939	ncRNA_gene	lncRNA
AAEL011032	protein_coding_gene	protein_coding
AAEL011029	protein_coding_gene	protein_coding
AAEL025248	protein_coding_gene	protein_coding
AAEL021605	protein_coding_gene	protein_coding
AAEL006635	protein_coding_gene	protein_coding
AAEL006636	protein_coding_gene	protein_coding
AAEL011520	protein_coding_gene	protein_coding
AAEL011519	protein_coding_gene	protein_coding
AAEL003627	protein_coding_gene	protein_coding
AAEL018304	protein_coding_gene	protein_coding
AAEL003616	protein_coding_gene	protein_coding
AAEL003644	protein_coding_gene	protein_coding
AAEL003635	protein_coding_gene	protein_coding
AAEL003641	protein_coding_gene	protein_coding
AAEL003640	protein_coding_gene	protein_coding
AAEL003619	protein_coding_gene	protein_coding
AAEL003626	protein_coding_gene	protein_coding
AAEL003624	protein_coding_gene	protein_coding
AAEL003617	protein_coding_gene	protein_coding
AAEL003618	protein_coding_gene	protein_coding
AAEL014204	protein_coding_gene	protein_coding
AAEL014203	protein_coding_gene	protein_coding
AAEL018849	ncRNA_gene	tRNA
AAEL003633	protein_coding_gene	protein_coding
AAEL008144	protein_coding_gene	protein_coding
AAEL014153	protein_coding_gene	protein_coding
AAEL008149	protein_coding_gene	protein_coding
AAEL024563	protein_coding_gene	protein_coding
AAEL014158	protein_coding_gene	protein_coding
AAEL014154	protein_coding_gene	protein_coding
AAEL008146	protein_coding_gene	protein_coding
AAEL014161	protein_coding_gene	protein_coding
AAEL022451	ncRNA_gene	lncRNA
AAEL026839	ncRNA_gene	lncRNA
AAEL023529	protein_coding_gene	protein_coding
AAEL022459	protein_coding_gene	protein_coding
AAEL023488	protein_coding_gene	protein_coding
AAEL013885	protein_coding_gene	protein_coding
AAEL019756	protein_coding_gene	protein_coding
AAEL023210	ncRNA_gene	lncRNA
AAEL019790	protein_coding_gene	protein_coding
AAEL019789	protein_coding_gene	protein_coding
AAEL024487	pseudogene	pseudogene
AAEL013161	protein_coding_gene	protein_coding
AAEL026884	protein_coding_gene	protein_coding
AAEL013159	protein_coding_gene	protein_coding
AAEL021144	protein_coding_gene	protein_coding
AAEL029118	protein_coding_gene	protein_coding
AAEL029119	protein_coding_gene	protein_coding
AAEL020771	protein_coding_gene	protein_coding
Or16	protein_coding_gene	Odorant receptor 16
AAEL020970	protein_coding_gene	protein_coding
AAEL023205	protein_coding_gene	protein_coding
AAEL026219	protein_coding_gene	protein_coding
AAEL023740	protein_coding_gene	protein_coding
AAEL020627	ncRNA_gene	lncRNA
AAEL023765	ncRNA_gene	lncRNA
AAEL027637	protein_coding_gene	protein_coding
Or19	protein_coding_gene	Odorant receptor 19
Or18	pseudogene	Odorant receptor 18
AAEL026716	protein_coding_gene	protein_coding
AAEL023314	ncRNA_gene	lncRNA
AAEL023840	ncRNA_gene	lncRNA
AAEL010704	protein_coding_gene	protein_coding
AAEL007121	protein_coding_gene	protein_coding
Or110	protein_coding_gene	Odorant receptor 110
AAEL019285	ncRNA_gene	snRNA
AAEL021014	ncRNA_gene	lncRNA
AAEL022925	ncRNA_gene	lncRNA
AAEL011716	protein_coding_gene	protein_coding
AAEL021004	ncRNA_gene	lncRNA
AAEL018939	ncRNA_gene	tRNA
AAEL006093	protein_coding_gene	protein_coding
AAEL006102	protein_coding_gene	protein_coding
AAEL006095	protein_coding_gene	protein_coding
AAEL006103	protein_coding_gene	protein_coding
AAEL006109	protein_coding_gene	protein_coding
AAEL006094	protein_coding_gene	protein_coding
AAEL019933	protein_coding_gene	protein_coding
AAEL006098	protein_coding_gene	protein_coding
AAEL006091	protein_coding_gene	protein_coding
AAEL006107	protein_coding_gene	protein_coding
AAEL013713	protein_coding_gene	protein_coding
AAEL013703	protein_coding_gene	protein_coding
AAEL023729	protein_coding_gene	protein_coding
AAEL013715	protein_coding_gene	protein_coding
AAEL023056	pseudogene	pseudogene
AAEL010196	protein_coding_gene	protein_coding
AAEL013712	protein_coding_gene	protein_coding
AAEL024408	pseudogene	pseudogene
AAEL010202	protein_coding_gene	protein_coding
AAEL020653	ncRNA_gene	lncRNA
AAEL012007	protein_coding_gene	protein_coding
AAEL026184	protein_coding_gene	protein_coding
AAEL012008	protein_coding_gene	protein_coding
AAEL019998	protein_coding_gene	protein_coding
AAEL012000	protein_coding_gene	protein_coding
AAEL013709	protein_coding_gene	protein_coding
AAEL012010	protein_coding_gene	protein_coding
AAEL005305	protein_coding_gene	protein_coding
AAEL021065	ncRNA_gene	lncRNA
AAEL026401	pseudogene	pseudogene
AAEL018576	ncRNA_gene	snRNA
AAEL020537	protein_coding_gene	protein_coding
AAEL012011	protein_coding_gene	protein_coding
AAEL012003	protein_coding_gene	protein_coding
AAEL005293	protein_coding_gene	protein_coding
AAEL019794	protein_coding_gene	protein_coding
AAEL005288	protein_coding_gene	protein_coding
AAEL022447	ncRNA_gene	lncRNA
AAEL020199	ncRNA_gene	lncRNA
AAEL023443	ncRNA_gene	lncRNA
AAEL005303	protein_coding_gene	protein_coding
AAEL011680	protein_coding_gene	protein_coding
AAEL025858	ncRNA_gene	lncRNA
AAEL018791	ncRNA_gene	pre_miRNA
AAEL018790	ncRNA_gene	pre_miRNA
AAEL005308	protein_coding_gene	protein_coding
AAEL024012	protein_coding_gene	protein_coding
AAEL013910	protein_coding_gene	protein_coding
AAEL013912	protein_coding_gene	protein_coding
AAEL026746	protein_coding_gene	protein_coding
AAEL005309	protein_coding_gene	protein_coding
AAEL005290	protein_coding_gene	protein_coding
AAEL005289	protein_coding_gene	protein_coding
AAEL028706	ncRNA_gene	tRNA
AAEL026939	protein_coding_gene	protein_coding
AAEL005311	protein_coding_gene	protein_coding
AAEL020175	ncRNA_gene	lncRNA
AAEL010514	protein_coding_gene	protein_coding
AAEL027880	ncRNA_gene	lncRNA
AAEL024864	ncRNA_gene	lncRNA
AAEL022240	protein_coding_gene	protein_coding
AAEL020749	protein_coding_gene	protein_coding
AAEL005297	protein_coding_gene	protein_coding
AAEL010511	protein_coding_gene	protein_coding
AAEL026153	protein_coding_gene	protein_coding
AAEL027783	pseudogene	pseudogene
AAEL013052	protein_coding_gene	protein_coding
AAEL013046	protein_coding_gene	protein_coding
AAEL028082	ncRNA_gene	lncRNA
AAEL013047	protein_coding_gene	protein_coding
AAEL013048	protein_coding_gene	protein_coding
AAEL013044	protein_coding_gene	protein_coding
AAEL013045	protein_coding_gene	protein_coding
AAEL013058	protein_coding_gene	protein_coding
AAEL013054	protein_coding_gene	protein_coding
AAEL026241	protein_coding_gene	protein_coding
AAEL019629	protein_coding_gene	protein_coding
AAEL013056	protein_coding_gene	protein_coding
AAEL019801	protein_coding_gene	protein_coding
AAEL013051	protein_coding_gene	protein_coding
AAEL013049	protein_coding_gene	protein_coding
AAEL013505	protein_coding_gene	protein_coding
AAEL020718	ncRNA_gene	lncRNA
AAEL013506	protein_coding_gene	protein_coding
AAEL013789	protein_coding_gene	protein_coding
AAEL020350	ncRNA_gene	lncRNA
AAEL019001	ncRNA_gene	tRNA
AAEL020120	protein_coding_gene	protein_coding
AAEL007926	protein_coding_gene	protein_coding
AAEL022882	protein_coding_gene	protein_coding
AAEL007920	protein_coding_gene	protein_coding
AAEL027357	ncRNA_gene	lncRNA
AAEL023098	protein_coding_gene	protein_coding
AAEL026672	protein_coding_gene	protein_coding
AAEL013453	protein_coding_gene	protein_coding
AAEL011548	protein_coding_gene	protein_coding
AAEL011562	protein_coding_gene	protein_coding
AAEL011561	protein_coding_gene	protein_coding
AAEL011556	protein_coding_gene	protein_coding
AAEL011560	protein_coding_gene	protein_coding
AAEL011554	protein_coding_gene	protein_coding
AAEL017317	protein_coding_gene	protein_coding
AAEL023946	ncRNA_gene	lncRNA
AAEL011541	protein_coding_gene	protein_coding
AAEL013449	protein_coding_gene	protein_coding
AAEL022549	ncRNA_gene	lncRNA
AAEL027682	ncRNA_gene	lncRNA
AAEL027401	ncRNA_gene	lncRNA
AAEL021732	protein_coding_gene	protein_coding
AAEL013598	protein_coding_gene	protein_coding
AAEL011551	protein_coding_gene	protein_coding
AAEL011543	protein_coding_gene	protein_coding
AAEL011557	protein_coding_gene	protein_coding
AAEL021383	ncRNA_gene	lncRNA
AAEL011553	protein_coding_gene	protein_coding
AAEL011559	protein_coding_gene	protein_coding
AAEL011540	protein_coding_gene	protein_coding
AAEL011555	protein_coding_gene	protein_coding
AAEL025114	protein_coding_gene	protein_coding
AAEL011547	protein_coding_gene	protein_coding
AAEL011550	protein_coding_gene	protein_coding
AAEL014516	protein_coding_gene	protein_coding
AAEL014515	protein_coding_gene	protein_coding
AAEL010444	protein_coding_gene	protein_coding
AAEL026146	ncRNA_gene	lncRNA
AAEL010455	protein_coding_gene	protein_coding
AAEL010453	protein_coding_gene	protein_coding
AAEL024724	ncRNA_gene	lncRNA
AAEL018710	protein_coding_gene	protein_coding
AAEL020140	ncRNA_gene	lncRNA
AAEL010445	protein_coding_gene	protein_coding
AAEL024476	protein_coding_gene	protein_coding
AAEL010456	protein_coding_gene	protein_coding
AAEL010450	protein_coding_gene	protein_coding
AAEL020217	protein_coding_gene	protein_coding
AAEL028892	ncRNA_gene	pre_miRNA
AAEL018618	ncRNA_gene	pre_miRNA
AAEL010459	protein_coding_gene	protein_coding
AAEL010447	protein_coding_gene	protein_coding
AAEL014600	protein_coding_gene	protein_coding
AAEL024186	protein_coding_gene	protein_coding
AAEL010451	protein_coding_gene	protein_coding
AAEL022662	protein_coding_gene	protein_coding
AAEL028200	protein_coding_gene	protein_coding
AAEL026570	ncRNA_gene	lncRNA
AAEL023001	ncRNA_gene	lncRNA
AAEL027447	protein_coding_gene	protein_coding
AAEL023993	ncRNA_gene	lncRNA
AAEL028196	ncRNA_gene	lncRNA
AAEL024841	protein_coding_gene	protein_coding
AAEL006025	protein_coding_gene	protein_coding
AAEL006035	protein_coding_gene	protein_coding
AAEL006027	protein_coding_gene	protein_coding
AAEL006013	protein_coding_gene	protein_coding
AAEL006016	protein_coding_gene	protein_coding
AAEL020113	protein_coding_gene	protein_coding
AAEL026164	pseudogene	pseudogene
AAEL011587	protein_coding_gene	protein_coding
AAEL006037	protein_coding_gene	protein_coding
AAEL006014	protein_coding_gene	protein_coding
AAEL006017	protein_coding_gene	protein_coding
AAEL002696	protein_coding_gene	protein_coding
AAEL006023	protein_coding_gene	protein_coding
AAEL025718	protein_coding_gene	protein_coding
AAEL006034	protein_coding_gene	protein_coding
AAEL006036	protein_coding_gene	protein_coding
AAEL022404	ncRNA_gene	lncRNA
AAEL014908	protein_coding_gene	protein_coding
AAEL021071	protein_coding_gene	protein_coding
AAEL022373	protein_coding_gene	protein_coding
AAEL022624	ncRNA_gene	lncRNA
AAEL006032	protein_coding_gene	protein_coding
AAEL023266	protein_coding_gene	protein_coding
AAEL012323	protein_coding_gene	protein_coding
AAEL012330	protein_coding_gene	protein_coding
AAEL012326	protein_coding_gene	protein_coding
AAEL026844	ncRNA_gene	lncRNA
AAEL023267	ncRNA_gene	lncRNA
AAEL027740	ncRNA_gene	lncRNA
AAEL012325	protein_coding_gene	protein_coding
AAEL022886	protein_coding_gene	protein_coding
AAEL012327	protein_coding_gene	protein_coding
AAEL012332	protein_coding_gene	protein_coding
AAEL022221	protein_coding_gene	protein_coding
AAEL012324	protein_coding_gene	protein_coding
AAEL013479	protein_coding_gene	protein_coding
AAEL013478	protein_coding_gene	protein_coding
AAEL025282	protein_coding_gene	protein_coding
AAEL026434	ncRNA_gene	lncRNA
AAEL024157	ncRNA_gene	lncRNA
AAEL011892	protein_coding_gene	protein_coding
AAEL023369	ncRNA_gene	lncRNA
AAEL020028	protein_coding_gene	protein_coding
AAEL023951	ncRNA_gene	lncRNA
AAEL021477	protein_coding_gene	protein_coding
AAEL019543	protein_coding_gene	protein_coding
AAEL023989	protein_coding_gene	protein_coding
AAEL022129	protein_coding_gene	protein_coding
AAEL023024	protein_coding_gene	protein_coding
AAEL023981	protein_coding_gene	protein_coding
AAEL029002	ncRNA_gene	pre_miRNA
AAEL010875	protein_coding_gene	protein_coding
AAEL010872	protein_coding_gene	protein_coding
AAEL025238	protein_coding_gene	protein_coding
AAEL010869	protein_coding_gene	protein_coding
AAEL020630	protein_coding_gene	protein_coding
AAEL026170	protein_coding_gene	protein_coding
AAEL019110	ncRNA_gene	rRNA
AAEL009977	protein_coding_gene	protein_coding
AAEL009980	protein_coding_gene	protein_coding
AAEL023064	ncRNA_gene	lncRNA
AAEL021353	protein_coding_gene	protein_coding
AAEL025528	ncRNA_gene	lncRNA
AAEL009789	protein_coding_gene	protein_coding
AAEL009786	protein_coding_gene	protein_coding
AAEL009792	protein_coding_gene	protein_coding
AAEL009806	protein_coding_gene	protein_coding
AAEL016884	ncRNA_gene	tRNA
AAEL018972	ncRNA_gene	tRNA
AAEL023219	protein_coding_gene	protein_coding
AAEL021301	protein_coding_gene	protein_coding
AAEL019015	ncRNA_gene	tRNA
AAEL019014	ncRNA_gene	tRNA
AAEL013783	protein_coding_gene	protein_coding
AAEL020132	protein_coding_gene	protein_coding
AAEL011836	protein_coding_gene	protein_coding
AAEL025667	protein_coding_gene	protein_coding
AAEL023588	protein_coding_gene	protein_coding
AAEL020102	ncRNA_gene	lncRNA
AAEL011837	protein_coding_gene	protein_coding
AAEL011839	protein_coding_gene	protein_coding
AAEL024840	ncRNA_gene	lncRNA
AAEL026106	ncRNA_gene	lncRNA
AAEL011842	protein_coding_gene	protein_coding
AAEL019454	protein_coding_gene	protein_coding
AAEL028057	ncRNA_gene	lncRNA
AAEL009451	protein_coding_gene	protein_coding
AAEL019811	protein_coding_gene	protein_coding
AAEL009454	protein_coding_gene	protein_coding
AAEL018248	protein_coding_gene	protein_coding
AAEL012750	protein_coding_gene	protein_coding
AAEL012748	protein_coding_gene	protein_coding
AAEL012745	protein_coding_gene	protein_coding
AAEL011320	protein_coding_gene	protein_coding
AAEL017616	ncRNA_gene	snRNA
AAEL011316	protein_coding_gene	protein_coding
AAEL011315	protein_coding_gene	protein_coding
AAEL014827	protein_coding_gene	protein_coding
AAEL014831	protein_coding_gene	protein_coding
AAEL014828	protein_coding_gene	protein_coding
AAEL014825	protein_coding_gene	protein_coding
AAEL020859	protein_coding_gene	protein_coding
AAEL017013	protein_coding_gene	protein_coding
AAEL022503	protein_coding_gene	protein_coding
AAEL022330	protein_coding_gene	protein_coding
AAEL022645	protein_coding_gene	protein_coding
AAEL018020	protein_coding_gene	protein_coding
AAEL004950	protein_coding_gene	protein_coding
AAEL025870	ncRNA_gene	lncRNA
AAEL020439	ncRNA_gene	lncRNA
AAEL004940	protein_coding_gene	protein_coding
AAEL021431	ncRNA_gene	lncRNA
AAEL018040	protein_coding_gene	protein_coding
AAEL004948	protein_coding_gene	protein_coding
AAEL004958	protein_coding_gene	protein_coding
AAEL023892	protein_coding_gene	protein_coding
AAEL025831	ncRNA_gene	lncRNA
AAEL025232	protein_coding_gene	protein_coding
AAEL004964	protein_coding_gene	protein_coding
AAEL022686	pseudogene	pseudogene
AAEL019360	ncRNA_gene	lncRNA
AAEL019357	ncRNA_gene	lncRNA
AAEL028755	ncRNA_gene	tRNA
AAEL004955	protein_coding_gene	protein_coding
AAEL004960	protein_coding_gene	protein_coding
AAEL026666	ncRNA_gene	lncRNA
AAEL004942	protein_coding_gene	protein_coding
AAEL004967	protein_coding_gene	protein_coding
AAEL004956	protein_coding_gene	protein_coding
AAEL023534	protein_coding_gene	protein_coding
AAEL004941	protein_coding_gene	protein_coding
AAEL004957	protein_coding_gene	protein_coding
AAEL004947	protein_coding_gene	protein_coding
AAEL004953	protein_coding_gene	protein_coding
AAEL004949	protein_coding_gene	protein_coding
AAEL021841	ncRNA_gene	lncRNA
AAEL027047	ncRNA_gene	lncRNA
AAEL004952	protein_coding_gene	protein_coding
AAEL005006	protein_coding_gene	protein_coding
AAEL005002	protein_coding_gene	protein_coding
AAEL005000	protein_coding_gene	protein_coding
AAEL025111	protein_coding_gene	protein_coding
AAEL027437	ncRNA_gene	lncRNA
AAEL022676	protein_coding_gene	protein_coding
AAEL004999	protein_coding_gene	protein_coding
AAEL005003	protein_coding_gene	protein_coding
Ir93a	protein_coding_gene	Ionotropic receptor 93a
AAEL005001	protein_coding_gene	protein_coding
AAEL021690	ncRNA_gene	lncRNA
AAEL024241	protein_coding_gene	protein_coding
AAEL005008	protein_coding_gene	protein_coding
AAEL019932	protein_coding_gene	protein_coding
AAEL020283	pseudogene	pseudogene
AAEL005005	protein_coding_gene	protein_coding
AAEL021013	ncRNA_gene	lncRNA
AAEL008763	protein_coding_gene	protein_coding
AAEL008755	protein_coding_gene	protein_coding
AAEL008761	protein_coding_gene	protein_coding
AAEL008757	protein_coding_gene	protein_coding
AAEL023517	protein_coding_gene	protein_coding
AAEL008752	protein_coding_gene	protein_coding
AAEL008759	protein_coding_gene	protein_coding
AAEL008764	protein_coding_gene	protein_coding
AAEL008754	protein_coding_gene	protein_coding
Or101	protein_coding_gene	Odorant receptor 101
AAEL008765	protein_coding_gene	protein_coding
AAEL008760	protein_coding_gene	protein_coding
AAEL024034	ncRNA_gene	lncRNA
AAEL008753	protein_coding_gene	protein_coding
AAEL023004	ncRNA_gene	lncRNA
AAEL008756	protein_coding_gene	protein_coding
AAEL008758	protein_coding_gene	protein_coding
AAEL020096	pseudogene	pseudogene
AAEL026155	protein_coding_gene	protein_coding
AAEL001321	protein_coding_gene	protein_coding
AAEL001314	protein_coding_gene	protein_coding
AAEL001300	protein_coding_gene	protein_coding
AAEL001317	protein_coding_gene	protein_coding
AAEL021836	protein_coding_gene	protein_coding
AAEL001299	protein_coding_gene	protein_coding
AAEL019431	protein_coding_gene	protein_coding
AAEL022697	protein_coding_gene	protein_coding
AAEL010716	protein_coding_gene	protein_coding
AAEL027425	ncRNA_gene	lncRNA
AAEL021332	ncRNA_gene	lncRNA
AAEL018766	ncRNA_gene	pre_miRNA
AAEL009595	protein_coding_gene	protein_coding
AAEL009596	protein_coding_gene	protein_coding
AAEL011423	protein_coding_gene	protein_coding
AAEL026461	protein_coding_gene	protein_coding
AAEL011421	protein_coding_gene	protein_coding
AAEL027994	ncRNA_gene	lncRNA
AAEL011414	protein_coding_gene	protein_coding
AAEL011425	protein_coding_gene	protein_coding
AAEL011413	protein_coding_gene	protein_coding
AAEL011412	protein_coding_gene	protein_coding
AAEL011422	protein_coding_gene	protein_coding
AAEL011416	protein_coding_gene	protein_coding
AAEL011419	protein_coding_gene	protein_coding
AAEL011428	protein_coding_gene	protein_coding
AAEL011424	protein_coding_gene	protein_coding
AAEL011429	protein_coding_gene	protein_coding
AAEL022688	ncRNA_gene	lncRNA
AAEL019795	protein_coding_gene	protein_coding
AAEL028998	ncRNA_gene	pre_miRNA
AAEL021619	ncRNA_gene	lncRNA
AAEL003549	protein_coding_gene	protein_coding
AAEL021250	protein_coding_gene	protein_coding
AAEL003545	protein_coding_gene	protein_coding
AAEL003548	protein_coding_gene	protein_coding
AAEL020805	ncRNA_gene	lncRNA
AAEL019453	protein_coding_gene	protein_coding
AAEL024226	protein_coding_gene	protein_coding
AAEL003511	protein_coding_gene	protein_coding
AAEL017372	protein_coding_gene	protein_coding
